formula,reduced_formula,b_site_plus2,c_site_plus3,chalcogen_minus2,halide_minus1,template,charge_check
Ca2InTe2Cl3,Ca2InTe2Cl3,Ca,In,Te,Cl,Pb2InTe2Cl3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Ca2InTe2Br3,Ca2InTe2Br3,Ca,In,Te,Br,Pb2InTe2Br3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Ca2InTe2I3,Ca2InTe2I3,Ca,In,Te,I,Pb2InTe2I3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Ca2ScS2F3,Ca2ScS2F3,Ca,Sc,S,F,SbPb2S2F3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Ca2ScS2Cl3,Ca2ScS2Cl3,Ca,Sc,S,Cl,Pb2SbS2Cl3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Ca2ScS2Br3,Ca2ScS2Br3,Ca,Sc,S,Br,Pb2SbS2Br3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Ca2ScS2I3,Ca2ScS2I3,Ca,Sc,S,I,Pb2InS2I3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Ca2ScSe2F3,Ca2ScSe2F3,Ca,Sc,Se,F,SbPb2Se2F3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Ca2ScSe2Cl3,Ca2ScSe2Cl3,Ca,Sc,Se,Cl,Pb2SbSe2Cl3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Ca2ScSe2Br3,Ca2ScSe2Br3,Ca,Sc,Se,Br,Pb2SbSe2Br3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Ca2ScSe2I3,Ca2ScSe2I3,Ca,Sc,Se,I,Pb2SbSe2I3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Ca2ScTe2F3,Ca2ScTe2F3,Ca,Sc,Te,F,SbTe2Pb2F3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Ca2ScTe2Cl3,Ca2ScTe2Cl3,Ca,Sc,Te,Cl,Pb2SbTe2Cl3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Ca2ScTe2Br3,Ca2ScTe2Br3,Ca,Sc,Te,Br,Pb2SbTe2Br3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Ca2ScTe2I3,Ca2ScTe2I3,Ca,Sc,Te,I,Pb2SbTe2I3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Ca2YS2F3,Ca2YS2F3,Ca,Y,S,F,SbPb2S2F3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Ca2YS2Cl3,Ca2YS2Cl3,Ca,Y,S,Cl,Pb2InS2Cl3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Ca2YS2Br3,Ca2YS2Br3,Ca,Y,S,Br,Pb2InS2Br3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Ca2YS2I3,Ca2YS2I3,Ca,Y,S,I,Pb2InS2I3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Ca2YSe2F3,Ca2YSe2F3,Ca,Y,Se,F,SbPb2Se2F3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Ca2YSe2Cl3,Ca2YSe2Cl3,Ca,Y,Se,Cl,Pb2InSe2Cl3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Ca2YSe2Br3,Ca2YSe2Br3,Ca,Y,Se,Br,Pb2InSe2Br3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Ca2YSe2I3,Ca2YSe2I3,Ca,Y,Se,I,Pb2InSe2I3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Ca2YTe2F3,Ca2YTe2F3,Ca,Y,Te,F,SbTe2Pb2F3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Ca2YTe2Cl3,Ca2YTe2Cl3,Ca,Y,Te,Cl,Pb2InTe2Cl3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Ca2YTe2Br3,Ca2YTe2Br3,Ca,Y,Te,Br,Pb2InTe2Br3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Ca2YTe2I3,Ca2YTe2I3,Ca,Y,Te,I,Pb2InTe2I3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Ca2LaS2F3,Ca2LaS2F3,Ca,La,S,F,SbPb2S2F3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Ca2LaS2Cl3,Ca2LaS2Cl3,Ca,La,S,Cl,Pb2BiS2Cl3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Ca2LaS2Br3,Ca2LaS2Br3,Ca,La,S,Br,Pb2BiS2Br3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Ca2LaS2I3,Ca2LaS2I3,Ca,La,S,I,Ge2BiS2I3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Ca2LaSe2F3,Ca2LaSe2F3,Ca,La,Se,F,SbPb2Se2F3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Ca2LaSe2Cl3,Ca2LaSe2Cl3,Ca,La,Se,Cl,Pb2BiSe2Cl3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Ca2LaSe2Br3,Ca2LaSe2Br3,Ca,La,Se,Br,Pb2BiSe2Br3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Ca2LaSe2I3,Ca2LaSe2I3,Ca,La,Se,I,Pb2BiSe2I3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Ca2LaTe2F3,Ca2LaTe2F3,Ca,La,Te,F,SbTe2Pb2F3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Ca2LaTe2Cl3,Ca2LaTe2Cl3,Ca,La,Te,Cl,Pb2BiTe2Cl3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Ca2LaTe2Br3,Ca2LaTe2Br3,Ca,La,Te,Br,Pb2BiTe2Br3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Ca2LaTe2I3,Ca2LaTe2I3,Ca,La,Te,I,Pb2BiTe2I3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Ca2LuS2F3,Ca2LuS2F3,Ca,Lu,S,F,SbPb2S2F3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Ca2LuS2Cl3,Ca2LuS2Cl3,Ca,Lu,S,Cl,Pb2InS2Cl3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Ca2LuS2Br3,Ca2LuS2Br3,Ca,Lu,S,Br,Pb2InS2Br3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Ca2LuS2I3,Ca2LuS2I3,Ca,Lu,S,I,Pb2InS2I3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Ca2LuSe2F3,Ca2LuSe2F3,Ca,Lu,Se,F,SbPb2Se2F3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Ca2LuSe2Cl3,Ca2LuSe2Cl3,Ca,Lu,Se,Cl,Pb2InSe2Cl3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Ca2LuSe2Br3,Ca2LuSe2Br3,Ca,Lu,Se,Br,Pb2InSe2Br3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Ca2LuSe2I3,Ca2LuSe2I3,Ca,Lu,Se,I,Pb2InSe2I3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Ca2LuTe2F3,Ca2LuTe2F3,Ca,Lu,Te,F,SbTe2Pb2F3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Ca2LuTe2Cl3,Ca2LuTe2Cl3,Ca,Lu,Te,Cl,Pb2InTe2Cl3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Ca2LuTe2Br3,Ca2LuTe2Br3,Ca,Lu,Te,Br,Pb2InTe2Br3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Ca2LuTe2I3,Ca2LuTe2I3,Ca,Lu,Te,I,Pb2InTe2I3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Ca2BiS2F3,Ca2BiS2F3,Ca,Bi,S,F,Pb2BiS2Cl3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Ca2BiS2Cl3,Ca2BiS2Cl3,Ca,Bi,S,Cl,Pb2BiS2Cl3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Ca2BiS2Br3,Ca2BiS2Br3,Ca,Bi,S,Br,Pb2BiS2Br3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Ca2BiS2I3,Ca2BiS2I3,Ca,Bi,S,I,Ge2BiS2I3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Ca2BiSe2F3,Ca2BiSe2F3,Ca,Bi,Se,F,Pb2BiSe2Cl3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Ca2BiSe2Cl3,Ca2BiSe2Cl3,Ca,Bi,Se,Cl,Pb2BiSe2Cl3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Ca2BiSe2Br3,Ca2BiSe2Br3,Ca,Bi,Se,Br,Pb2BiSe2Br3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Ca2BiSe2I3,Ca2BiSe2I3,Ca,Bi,Se,I,Pb2BiSe2I3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Ca2BiTe2F3,Ca2BiTe2F3,Ca,Bi,Te,F,Pb2BiTe2Cl3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Ca2BiTe2Cl3,Ca2BiTe2Cl3,Ca,Bi,Te,Cl,Pb2BiTe2Cl3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Ca2BiTe2Br3,Ca2BiTe2Br3,Ca,Bi,Te,Br,Pb2BiTe2Br3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Ca2BiTe2I3,Ca2BiTe2I3,Ca,Bi,Te,I,Pb2BiTe2I3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Ca2SbS2F3,Ca2SbS2F3,Ca,Sb,S,F,SbPb2S2F3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Ca2SbS2Cl3,Ca2SbS2Cl3,Ca,Sb,S,Cl,Pb2SbS2Cl3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Ca2SbS2Br3,Ca2SbS2Br3,Ca,Sb,S,Br,Pb2SbS2Br3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Ca2SbS2I3,Ca2SbS2I3,Ca,Sb,S,I,Ge2SbS2I3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Ca2SbSe2F3,Ca2SbSe2F3,Ca,Sb,Se,F,SbPb2Se2F3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Ca2SbSe2Cl3,Ca2SbSe2Cl3,Ca,Sb,Se,Cl,Pb2SbSe2Cl3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Ca2SbSe2Br3,Ca2SbSe2Br3,Ca,Sb,Se,Br,Pb2SbSe2Br3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Ca2SbSe2I3,Ca2SbSe2I3,Ca,Sb,Se,I,Pb2SbSe2I3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Ca2SbTe2F3,Ca2SbTe2F3,Ca,Sb,Te,F,SbTe2Pb2F3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Ca2SbTe2Cl3,Ca2SbTe2Cl3,Ca,Sb,Te,Cl,Pb2SbTe2Cl3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Ca2SbTe2Br3,Ca2SbTe2Br3,Ca,Sb,Te,Br,Pb2SbTe2Br3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Ca2SbTe2I3,Ca2SbTe2I3,Ca,Sb,Te,I,Pb2SbTe2I3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Ca2TiS2F3,Ca2TiS2F3,Ca,Ti,S,F,SbPb2S2F3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Ca2TiS2Cl3,Ca2TiS2Cl3,Ca,Ti,S,Cl,Pb2SbS2Cl3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Ca2TiS2Br3,Ca2TiS2Br3,Ca,Ti,S,Br,Pb2SbS2Br3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Ca2TiS2I3,Ca2TiS2I3,Ca,Ti,S,I,Pb2InS2I3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Ca2TiSe2F3,Ca2TiSe2F3,Ca,Ti,Se,F,SbPb2Se2F3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Ca2TiSe2Cl3,Ca2TiSe2Cl3,Ca,Ti,Se,Cl,Pb2SbSe2Cl3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Ca2TiSe2Br3,Ca2TiSe2Br3,Ca,Ti,Se,Br,Pb2SbSe2Br3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Ca2TiSe2I3,Ca2TiSe2I3,Ca,Ti,Se,I,Pb2SbSe2I3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Ca2TiTe2F3,Ca2TiTe2F3,Ca,Ti,Te,F,SbTe2Pb2F3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Ca2TiTe2Cl3,Ca2TiTe2Cl3,Ca,Ti,Te,Cl,Pb2SbTe2Cl3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Ca2TiTe2Br3,Ca2TiTe2Br3,Ca,Ti,Te,Br,Pb2SbTe2Br3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Ca2TiTe2I3,Ca2TiTe2I3,Ca,Ti,Te,I,Pb2SbTe2I3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Ca2VS2F3,Ca2VS2F3,Ca,V,S,F,SbPb2S2F3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Ca2VS2Cl3,Ca2VS2Cl3,Ca,V,S,Cl,Pb2SbS2Cl3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Ca2VS2Br3,Ca2VS2Br3,Ca,V,S,Br,Pb2SbS2Br3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Ca2VS2I3,Ca2VS2I3,Ca,V,S,I,Pb2InS2I3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Ca2VSe2F3,Ca2VSe2F3,Ca,V,Se,F,SbPb2Se2F3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Ca2VSe2Cl3,Ca2VSe2Cl3,Ca,V,Se,Cl,Pb2SbSe2Cl3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Ca2VSe2Br3,Ca2VSe2Br3,Ca,V,Se,Br,Pb2SbSe2Br3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Ca2VSe2I3,Ca2VSe2I3,Ca,V,Se,I,Pb2SbSe2I3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Ca2VTe2F3,Ca2VTe2F3,Ca,V,Te,F,SbTe2Pb2F3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Ca2VTe2Cl3,Ca2VTe2Cl3,Ca,V,Te,Cl,Pb2SbTe2Cl3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Ca2VTe2Br3,Ca2VTe2Br3,Ca,V,Te,Br,Pb2SbTe2Br3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Ca2VTe2I3,Ca2VTe2I3,Ca,V,Te,I,Pb2SbTe2I3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Ca2NbS2F3,Ca2NbS2F3,Ca,Nb,S,F,SbPb2S2F3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Ca2NbS2Cl3,Ca2NbS2Cl3,Ca,Nb,S,Cl,Pb2SbS2Cl3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Ca2NbS2Br3,Ca2NbS2Br3,Ca,Nb,S,Br,Pb2SbS2Br3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Ca2NbS2I3,Ca2NbS2I3,Ca,Nb,S,I,Pb2InS2I3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Ca2NbSe2F3,Ca2NbSe2F3,Ca,Nb,Se,F,SbPb2Se2F3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Ca2NbSe2Cl3,Ca2NbSe2Cl3,Ca,Nb,Se,Cl,Pb2SbSe2Cl3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Ca2NbSe2Br3,Ca2NbSe2Br3,Ca,Nb,Se,Br,Pb2SbSe2Br3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Ca2NbSe2I3,Ca2NbSe2I3,Ca,Nb,Se,I,Pb2SbSe2I3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Ca2NbTe2F3,Ca2NbTe2F3,Ca,Nb,Te,F,SbTe2Pb2F3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Ca2NbTe2Cl3,Ca2NbTe2Cl3,Ca,Nb,Te,Cl,Pb2SbTe2Cl3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Ca2NbTe2Br3,Ca2NbTe2Br3,Ca,Nb,Te,Br,Pb2SbTe2Br3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Ca2NbTe2I3,Ca2NbTe2I3,Ca,Nb,Te,I,Pb2SbTe2I3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Ca2MoS2F3,Ca2MoS2F3,Ca,Mo,S,F,SbPb2S2F3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Ca2MoS2Cl3,Ca2MoS2Cl3,Ca,Mo,S,Cl,Pb2SbS2Cl3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Ca2MoS2Br3,Ca2MoS2Br3,Ca,Mo,S,Br,Pb2SbS2Br3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Ca2MoS2I3,Ca2MoS2I3,Ca,Mo,S,I,Pb2InS2I3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Ca2MoSe2F3,Ca2MoSe2F3,Ca,Mo,Se,F,SbPb2Se2F3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Ca2MoSe2Cl3,Ca2MoSe2Cl3,Ca,Mo,Se,Cl,Pb2SbSe2Cl3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Ca2MoSe2Br3,Ca2MoSe2Br3,Ca,Mo,Se,Br,Pb2SbSe2Br3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Ca2MoSe2I3,Ca2MoSe2I3,Ca,Mo,Se,I,Pb2SbSe2I3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Ca2MoTe2F3,Ca2Te2MoF3,Ca,Mo,Te,F,SbTe2Pb2F3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Ca2MoTe2Cl3,Ca2Te2MoCl3,Ca,Mo,Te,Cl,Pb2SbTe2Cl3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Ca2MoTe2Br3,Ca2Te2MoBr3,Ca,Mo,Te,Br,Pb2SbTe2Br3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Ca2MoTe2I3,Ca2Te2MoI3,Ca,Mo,Te,I,Pb2SbTe2I3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Ca2ZrS2F3,Ca2ZrS2F3,Ca,Zr,S,F,SbPb2S2F3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Ca2ZrS2Cl3,Ca2ZrS2Cl3,Ca,Zr,S,Cl,Pb2SbS2Cl3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Ca2ZrS2Br3,Ca2ZrS2Br3,Ca,Zr,S,Br,Pb2SbS2Br3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Ca2ZrS2I3,Ca2ZrS2I3,Ca,Zr,S,I,Pb2InS2I3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Ca2ZrSe2F3,Ca2ZrSe2F3,Ca,Zr,Se,F,SbPb2Se2F3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Ca2ZrSe2Cl3,Ca2ZrSe2Cl3,Ca,Zr,Se,Cl,Pb2SbSe2Cl3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Ca2ZrSe2Br3,Ca2ZrSe2Br3,Ca,Zr,Se,Br,Pb2SbSe2Br3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Ca2ZrSe2I3,Ca2ZrSe2I3,Ca,Zr,Se,I,Pb2SbSe2I3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Ca2ZrTe2F3,Ca2ZrTe2F3,Ca,Zr,Te,F,SbTe2Pb2F3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Ca2ZrTe2Cl3,Ca2ZrTe2Cl3,Ca,Zr,Te,Cl,Pb2SbTe2Cl3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Ca2ZrTe2Br3,Ca2ZrTe2Br3,Ca,Zr,Te,Br,Pb2SbTe2Br3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Ca2ZrTe2I3,Ca2ZrTe2I3,Ca,Zr,Te,I,Pb2SbTe2I3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Ca2HfS2F3,Ca2HfS2F3,Ca,Hf,S,F,SbPb2S2F3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Ca2HfS2Cl3,Ca2HfS2Cl3,Ca,Hf,S,Cl,Pb2SbS2Cl3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Ca2HfS2Br3,Ca2HfS2Br3,Ca,Hf,S,Br,Pb2SbS2Br3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Ca2HfS2I3,Ca2HfS2I3,Ca,Hf,S,I,Pb2InS2I3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Ca2HfSe2F3,Ca2HfSe2F3,Ca,Hf,Se,F,SbPb2Se2F3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Ca2HfSe2Cl3,Ca2HfSe2Cl3,Ca,Hf,Se,Cl,Pb2SbSe2Cl3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Ca2HfSe2Br3,Ca2HfSe2Br3,Ca,Hf,Se,Br,Pb2SbSe2Br3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Ca2HfSe2I3,Ca2HfSe2I3,Ca,Hf,Se,I,Pb2SbSe2I3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Ca2HfTe2F3,Ca2HfTe2F3,Ca,Hf,Te,F,SbTe2Pb2F3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Ca2HfTe2Cl3,Ca2HfTe2Cl3,Ca,Hf,Te,Cl,Pb2SbTe2Cl3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Ca2HfTe2Br3,Ca2HfTe2Br3,Ca,Hf,Te,Br,Pb2SbTe2Br3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Ca2HfTe2I3,Ca2HfTe2I3,Ca,Hf,Te,I,Pb2SbTe2I3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Ca2TaS2F3,Ca2TaS2F3,Ca,Ta,S,F,SbPb2S2F3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Ca2TaS2Cl3,Ca2TaS2Cl3,Ca,Ta,S,Cl,Pb2SbS2Cl3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Ca2TaS2Br3,Ca2TaS2Br3,Ca,Ta,S,Br,Pb2SbS2Br3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Ca2TaS2I3,Ca2TaS2I3,Ca,Ta,S,I,Pb2InS2I3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Ca2TaSe2F3,Ca2TaSe2F3,Ca,Ta,Se,F,SbPb2Se2F3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Ca2TaSe2Cl3,Ca2TaSe2Cl3,Ca,Ta,Se,Cl,Pb2SbSe2Cl3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Ca2TaSe2Br3,Ca2TaSe2Br3,Ca,Ta,Se,Br,Pb2SbSe2Br3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Ca2TaSe2I3,Ca2TaSe2I3,Ca,Ta,Se,I,Pb2SbSe2I3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Ca2TaTe2F3,Ca2TaTe2F3,Ca,Ta,Te,F,SbTe2Pb2F3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Ca2TaTe2Cl3,Ca2TaTe2Cl3,Ca,Ta,Te,Cl,Pb2SbTe2Cl3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Ca2TaTe2Br3,Ca2TaTe2Br3,Ca,Ta,Te,Br,Pb2SbTe2Br3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Ca2TaTe2I3,Ca2TaTe2I3,Ca,Ta,Te,I,Pb2SbTe2I3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Ca2WS2F3,Ca2WS2F3,Ca,W,S,F,SbPb2S2F3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
