formula,pattern,status,source
RbPtSCl,A1B1_Ch1_X1,needs_relax,PROJECT_ROOT/Data/predict_train_template_generated/RbPtSCl.cif
RbPtSF,A1B1_Ch1_X1,needs_relax,PROJECT_ROOT/Data/predict_train_template_generated/RbPtSF.cif
RbPtSI,A1B1_Ch1_X1,needs_relax,PROJECT_ROOT/Data/predict_train_template_generated/RbPtSI.cif
RbPtSeBr,A1B1_Ch1_X1,needs_relax,PROJECT_ROOT/Data/predict_train_template_generated/RbPtSeBr.cif
RbPtSeCl,A1B1_Ch1_X1,needs_relax,PROJECT_ROOT/Data/predict_train_template_generated/RbPtSeCl.cif
RbPtSeF,A1B1_Ch1_X1,needs_relax,PROJECT_ROOT/Data/predict_train_template_generated/RbPtSeF.cif
RbPtSeI,A1B1_Ch1_X1,needs_relax,PROJECT_ROOT/Data/predict_train_template_generated/RbPtSeI.cif
RbRh2S3Br,A1C2_Ch3_X1,needs_relax,PROJECT_ROOT/Data/predict_train_template_generated/RbRh2S3Br.cif
RbRh2S3Cl,A1C2_Ch3_X1,needs_relax,PROJECT_ROOT/Data/predict_train_template_generated/RbRh2S3Cl.cif
RbRh2S3F,A1C2_Ch3_X1,needs_relax,PROJECT_ROOT/Data/predict_train_template_generated/RbRh2S3F.cif
RbRh2S3I,A1C2_Ch3_X1,needs_relax,PROJECT_ROOT/Data/predict_train_template_generated/RbRh2S3I.cif
RbRh2Se3Br,A1C2_Ch3_X1,needs_relax,PROJECT_ROOT/Data/predict_train_template_generated/RbRh2Se3Br.cif
RbRh2Se3Cl,A1C2_Ch3_X1,needs_relax,PROJECT_ROOT/Data/predict_train_template_generated/RbRh2Se3Cl.cif
RbRh2Se3F,A1C2_Ch3_X1,needs_relax,PROJECT_ROOT/Data/predict_train_template_generated/RbRh2Se3F.cif
RbRh2Se3I,A1C2_Ch3_X1,needs_relax,PROJECT_ROOT/Data/predict_train_template_generated/RbRh2Se3I.cif
RbRu2S3Br,A1C2_Ch3_X1,needs_relax,PROJECT_ROOT/Data/predict_train_template_generated/RbRu2S3Br.cif
RbRu2S3Cl,A1C2_Ch3_X1,needs_relax,PROJECT_ROOT/Data/predict_train_template_generated/RbRu2S3Cl.cif
RbRu2S3F,A1C2_Ch3_X1,needs_relax,PROJECT_ROOT/Data/predict_train_template_generated/RbRu2S3F.cif
RbRu2S3I,A1C2_Ch3_X1,needs_relax,PROJECT_ROOT/Data/predict_train_template_generated/RbRu2S3I.cif
RbRu2Se3Br,A1C2_Ch3_X1,needs_relax,PROJECT_ROOT/Data/predict_train_template_generated/RbRu2Se3Br.cif
RbRu2Se3Cl,A1C2_Ch3_X1,needs_relax,PROJECT_ROOT/Data/predict_train_template_generated/RbRu2Se3Cl.cif
RbRu2Se3F,A1C2_Ch3_X1,needs_relax,PROJECT_ROOT/Data/predict_train_template_generated/RbRu2Se3F.cif
RbRu2Se3I,A1C2_Ch3_X1,needs_relax,PROJECT_ROOT/Data/predict_train_template_generated/RbRu2Se3I.cif
RbSb2S3Br,A1C2_Ch3_X1,needs_relax,PROJECT_ROOT/Data/predict_train_template_generated/RbSb2S3Br.cif
RbSb2S3Cl,A1C2_Ch3_X1,needs_relax,PROJECT_ROOT/Data/predict_train_template_generated/RbSb2S3Cl.cif
RbSb2S3F,A1C2_Ch3_X1,needs_relax,PROJECT_ROOT/Data/predict_train_template_generated/RbSb2S3F.cif
RbSb2S3I,A1C2_Ch3_X1,needs_relax,PROJECT_ROOT/Data/predict_train_template_generated/RbSb2S3I.cif
RbSb2Se3Br,A1C2_Ch3_X1,needs_relax,PROJECT_ROOT/Data/predict_train_template_generated/RbSb2Se3Br.cif
RbSb2Se3Cl,A1C2_Ch3_X1,needs_relax,PROJECT_ROOT/Data/predict_train_template_generated/RbSb2Se3Cl.cif
RbSb2Se3F,A1C2_Ch3_X1,needs_relax,PROJECT_ROOT/Data/predict_train_template_generated/RbSb2Se3F.cif
RbSb2Se3I,A1C2_Ch3_X1,needs_relax,PROJECT_ROOT/Data/predict_train_template_generated/RbSb2Se3I.cif
RbSb2Te3Br,A1C2_Ch3_X1,needs_relax,PROJECT_ROOT/Data/predict_train_template_generated/RbSb2Te3Br.cif
RbSb2Te3Cl,A1C2_Ch3_X1,needs_relax,PROJECT_ROOT/Data/predict_train_template_generated/RbSb2Te3Cl.cif
RbSb2Te3F,A1C2_Ch3_X1,needs_relax,PROJECT_ROOT/Data/predict_train_template_generated/RbSb2Te3F.cif
RbSb2Te3I,A1C2_Ch3_X1,needs_relax,PROJECT_ROOT/Data/predict_train_template_generated/RbSb2Te3I.cif
RbSc2S3Br,A1C2_Ch3_X1,needs_relax,PROJECT_ROOT/Data/predict_train_template_generated/RbSc2S3Br.cif
RbSc2S3Cl,A1C2_Ch3_X1,needs_relax,PROJECT_ROOT/Data/predict_train_template_generated/RbSc2S3Cl.cif
RbSc2S3F,A1C2_Ch3_X1,needs_relax,PROJECT_ROOT/Data/predict_train_template_generated/RbSc2S3F.cif
RbSc2S3I,A1C2_Ch3_X1,needs_relax,PROJECT_ROOT/Data/predict_train_template_generated/RbSc2S3I.cif
RbSc2Se3Br,A1C2_Ch3_X1,needs_relax,PROJECT_ROOT/Data/predict_train_template_generated/RbSc2Se3Br.cif
RbSc2Se3Cl,A1C2_Ch3_X1,needs_relax,PROJECT_ROOT/Data/predict_train_template_generated/RbSc2Se3Cl.cif
RbSc2Se3F,A1C2_Ch3_X1,needs_relax,PROJECT_ROOT/Data/predict_train_template_generated/RbSc2Se3F.cif
RbSc2Se3I,A1C2_Ch3_X1,needs_relax,PROJECT_ROOT/Data/predict_train_template_generated/RbSc2Se3I.cif
RbSc2Te3Br,A1C2_Ch3_X1,needs_relax,PROJECT_ROOT/Data/predict_train_template_generated/RbSc2Te3Br.cif
RbSc2Te3Cl,A1C2_Ch3_X1,needs_relax,PROJECT_ROOT/Data/predict_train_template_generated/RbSc2Te3Cl.cif
RbSc2Te3F,A1C2_Ch3_X1,needs_relax,PROJECT_ROOT/Data/predict_train_template_generated/RbSc2Te3F.cif
RbSc2Te3I,A1C2_Ch3_X1,needs_relax,PROJECT_ROOT/Data/predict_train_template_generated/RbSc2Te3I.cif
RbSnSBr,A1B1_Ch1_X1,needs_relax,PROJECT_ROOT/Data/predict_train_template_generated/RbSnSBr.cif
RbSnSCl,A1B1_Ch1_X1,needs_relax,PROJECT_ROOT/Data/predict_train_template_generated/RbSnSCl.cif
RbSnSF,A1B1_Ch1_X1,needs_relax,PROJECT_ROOT/Data/predict_train_template_generated/RbSnSF.cif
RbSnSI,A1B1_Ch1_X1,needs_relax,PROJECT_ROOT/Data/predict_train_template_generated/RbSnSI.cif
RbSnSeBr,A1B1_Ch1_X1,needs_relax,PROJECT_ROOT/Data/predict_train_template_generated/RbSnSeBr.cif
RbSnSeCl,A1B1_Ch1_X1,needs_relax,PROJECT_ROOT/Data/predict_train_template_generated/RbSnSeCl.cif
RbSnSeF,A1B1_Ch1_X1,needs_relax,PROJECT_ROOT/Data/predict_train_template_generated/RbSnSeF.cif
RbSnSeI,A1B1_Ch1_X1,needs_relax,PROJECT_ROOT/Data/predict_train_template_generated/RbSnSeI.cif
RbSnTeBr,A1B1_Ch1_X1,needs_relax,PROJECT_ROOT/Data/predict_train_template_generated/RbSnTeBr.cif
RbSnTeCl,A1B1_Ch1_X1,needs_relax,PROJECT_ROOT/Data/predict_train_template_generated/RbSnTeCl.cif
RbSnTeF,A1B1_Ch1_X1,needs_relax,PROJECT_ROOT/Data/predict_train_template_generated/RbSnTeF.cif
RbSnTeI,A1B1_Ch1_X1,needs_relax,PROJECT_ROOT/Data/predict_train_template_generated/RbSnTeI.cif
RbSrSBr,A1B1_Ch1_X1,needs_relax,PROJECT_ROOT/Data/predict_train_template_generated/RbSrSBr.cif
RbSrSCl,A1B1_Ch1_X1,needs_relax,PROJECT_ROOT/Data/predict_train_template_generated/RbSrSCl.cif
RbSrSF,A1B1_Ch1_X1,needs_relax,PROJECT_ROOT/Data/predict_train_template_generated/RbSrSF.cif
RbSrSI,A1B1_Ch1_X1,needs_relax,PROJECT_ROOT/Data/predict_train_template_generated/RbSrSI.cif
RbSrSeBr,A1B1_Ch1_X1,needs_relax,PROJECT_ROOT/Data/predict_train_template_generated/RbSrSeBr.cif
RbSrSeCl,A1B1_Ch1_X1,needs_relax,PROJECT_ROOT/Data/predict_train_template_generated/RbSrSeCl.cif
RbSrSeF,A1B1_Ch1_X1,needs_relax,PROJECT_ROOT/Data/predict_train_template_generated/RbSrSeF.cif
RbSrSeI,A1B1_Ch1_X1,needs_relax,PROJECT_ROOT/Data/predict_train_template_generated/RbSrSeI.cif
RbSrTeBr,A1B1_Ch1_X1,needs_relax,PROJECT_ROOT/Data/predict_train_template_generated/RbSrTeBr.cif
RbSrTeCl,A1B1_Ch1_X1,needs_relax,PROJECT_ROOT/Data/predict_train_template_generated/RbSrTeCl.cif
RbSrTeF,A1B1_Ch1_X1,needs_relax,PROJECT_ROOT/Data/predict_train_template_generated/RbSrTeF.cif
RbSrTeI,A1B1_Ch1_X1,needs_relax,PROJECT_ROOT/Data/predict_train_template_generated/RbSrTeI.cif
RbTa2S3Br,A1C2_Ch3_X1,needs_relax,PROJECT_ROOT/Data/predict_train_template_generated/RbTa2S3Br.cif
RbTa2S3Cl,A1C2_Ch3_X1,needs_relax,PROJECT_ROOT/Data/predict_train_template_generated/RbTa2S3Cl.cif
RbTa2S3F,A1C2_Ch3_X1,needs_relax,PROJECT_ROOT/Data/predict_train_template_generated/RbTa2S3F.cif
RbTa2S3I,A1C2_Ch3_X1,needs_relax,PROJECT_ROOT/Data/predict_train_template_generated/RbTa2S3I.cif
RbTa2Se3Br,A1C2_Ch3_X1,needs_relax,PROJECT_ROOT/Data/predict_train_template_generated/RbTa2Se3Br.cif
RbTa2Se3Cl,A1C2_Ch3_X1,needs_relax,PROJECT_ROOT/Data/predict_train_template_generated/RbTa2Se3Cl.cif
RbTa2Se3F,A1C2_Ch3_X1,needs_relax,PROJECT_ROOT/Data/predict_train_template_generated/RbTa2Se3F.cif
RbTa2Se3I,A1C2_Ch3_X1,needs_relax,PROJECT_ROOT/Data/predict_train_template_generated/RbTa2Se3I.cif
RbTa2Te3Br,A1C2_Ch3_X1,needs_relax,PROJECT_ROOT/Data/predict_train_template_generated/RbTa2Te3Br.cif
RbTa2Te3Cl,A1C2_Ch3_X1,needs_relax,PROJECT_ROOT/Data/predict_train_template_generated/RbTa2Te3Cl.cif
RbTa2Te3F,A1C2_Ch3_X1,needs_relax,PROJECT_ROOT/Data/predict_train_template_generated/RbTa2Te3F.cif
RbTa2Te3I,A1C2_Ch3_X1,needs_relax,PROJECT_ROOT/Data/predict_train_template_generated/RbTa2Te3I.cif
RbTe3Mo2Br,A1C2_Ch3_X1,needs_relax,PROJECT_ROOT/Data/predict_train_template_generated/RbTe3Mo2Br.cif
RbTe3Mo2Cl,A1C2_Ch3_X1,needs_relax,PROJECT_ROOT/Data/predict_train_template_generated/RbTe3Mo2Cl.cif
RbTe3Mo2F,A1C2_Ch3_X1,needs_relax,PROJECT_ROOT/Data/predict_train_template_generated/RbTe3Mo2F.cif
RbTe3Mo2I,A1C2_Ch3_X1,needs_relax,PROJECT_ROOT/Data/predict_train_template_generated/RbTe3Mo2I.cif
RbTe3Rh2Br,A1C2_Ch3_X1,needs_relax,PROJECT_ROOT/Data/predict_train_template_generated/RbTe3Rh2Br.cif
RbTe3Rh2Cl,A1C2_Ch3_X1,needs_relax,PROJECT_ROOT/Data/predict_train_template_generated/RbTe3Rh2Cl.cif
RbTe3Rh2F,A1C2_Ch3_X1,needs_relax,PROJECT_ROOT/Data/predict_train_template_generated/RbTe3Rh2F.cif
RbTe3Rh2I,A1C2_Ch3_X1,needs_relax,PROJECT_ROOT/Data/predict_train_template_generated/RbTe3Rh2I.cif
RbTe3Ru2Br,A1C2_Ch3_X1,needs_relax,PROJECT_ROOT/Data/predict_train_template_generated/RbTe3Ru2Br.cif
RbTe3Ru2Cl,A1C2_Ch3_X1,needs_relax,PROJECT_ROOT/Data/predict_train_template_generated/RbTe3Ru2Cl.cif
RbTe3Ru2F,A1C2_Ch3_X1,needs_relax,PROJECT_ROOT/Data/predict_train_template_generated/RbTe3Ru2F.cif
RbTe3Ru2I,A1C2_Ch3_X1,needs_relax,PROJECT_ROOT/Data/predict_train_template_generated/RbTe3Ru2I.cif
RbTe3W2Br,A1C2_Ch3_X1,needs_relax,PROJECT_ROOT/Data/predict_train_template_generated/RbTe3W2Br.cif
RbTe3W2Cl,A1C2_Ch3_X1,needs_relax,PROJECT_ROOT/Data/predict_train_template_generated/RbTe3W2Cl.cif
RbTe3W2F,A1C2_Ch3_X1,needs_relax,PROJECT_ROOT/Data/predict_train_template_generated/RbTe3W2F.cif
RbTe3W2I,A1C2_Ch3_X1,needs_relax,PROJECT_ROOT/Data/predict_train_template_generated/RbTe3W2I.cif
RbTePdBr,A1B1_Ch1_X1,needs_relax,PROJECT_ROOT/Data/predict_train_template_generated/RbTePdBr.cif
RbTePdCl,A1B1_Ch1_X1,needs_relax,PROJECT_ROOT/Data/predict_train_template_generated/RbTePdCl.cif
RbTePdF,A1B1_Ch1_X1,needs_relax,PROJECT_ROOT/Data/predict_train_template_generated/RbTePdF.cif
RbTePdI,A1B1_Ch1_X1,needs_relax,PROJECT_ROOT/Data/predict_train_template_generated/RbTePdI.cif
RbTePtBr,A1B1_Ch1_X1,needs_relax,PROJECT_ROOT/Data/predict_train_template_generated/RbTePtBr.cif
RbTePtCl,A1B1_Ch1_X1,needs_relax,PROJECT_ROOT/Data/predict_train_template_generated/RbTePtCl.cif
RbTePtF,A1B1_Ch1_X1,needs_relax,PROJECT_ROOT/Data/predict_train_template_generated/RbTePtF.cif
RbTePtI,A1B1_Ch1_X1,needs_relax,PROJECT_ROOT/Data/predict_train_template_generated/RbTePtI.cif
RbTi2S3Br,A1C2_Ch3_X1,needs_relax,PROJECT_ROOT/Data/predict_train_template_generated/RbTi2S3Br.cif
RbTi2S3Cl,A1C2_Ch3_X1,needs_relax,PROJECT_ROOT/Data/predict_train_template_generated/RbTi2S3Cl.cif
RbTi2S3F,A1C2_Ch3_X1,needs_relax,PROJECT_ROOT/Data/predict_train_template_generated/RbTi2S3F.cif
RbTi2S3I,A1C2_Ch3_X1,needs_relax,PROJECT_ROOT/Data/predict_train_template_generated/RbTi2S3I.cif
RbTi2Se3Br,A1C2_Ch3_X1,needs_relax,PROJECT_ROOT/Data/predict_train_template_generated/RbTi2Se3Br.cif
RbTi2Se3Cl,A1C2_Ch3_X1,needs_relax,PROJECT_ROOT/Data/predict_train_template_generated/RbTi2Se3Cl.cif
RbTi2Se3F,A1C2_Ch3_X1,needs_relax,PROJECT_ROOT/Data/predict_train_template_generated/RbTi2Se3F.cif
RbTi2Se3I,A1C2_Ch3_X1,needs_relax,PROJECT_ROOT/Data/predict_train_template_generated/RbTi2Se3I.cif
RbTi2Te3Br,A1C2_Ch3_X1,needs_relax,PROJECT_ROOT/Data/predict_train_template_generated/RbTi2Te3Br.cif
RbTi2Te3Cl,A1C2_Ch3_X1,needs_relax,PROJECT_ROOT/Data/predict_train_template_generated/RbTi2Te3Cl.cif
RbTi2Te3F,A1C2_Ch3_X1,needs_relax,PROJECT_ROOT/Data/predict_train_template_generated/RbTi2Te3F.cif
RbTi2Te3I,A1C2_Ch3_X1,needs_relax,PROJECT_ROOT/Data/predict_train_template_generated/RbTi2Te3I.cif
RbV2S3Br,A1C2_Ch3_X1,needs_relax,PROJECT_ROOT/Data/predict_train_template_generated/RbV2S3Br.cif
RbV2S3Cl,A1C2_Ch3_X1,needs_relax,PROJECT_ROOT/Data/predict_train_template_generated/RbV2S3Cl.cif
RbV2S3F,A1C2_Ch3_X1,needs_relax,PROJECT_ROOT/Data/predict_train_template_generated/RbV2S3F.cif
RbV2S3I,A1C2_Ch3_X1,needs_relax,PROJECT_ROOT/Data/predict_train_template_generated/RbV2S3I.cif
RbV2Se3Br,A1C2_Ch3_X1,needs_relax,PROJECT_ROOT/Data/predict_train_template_generated/RbV2Se3Br.cif
RbV2Se3Cl,A1C2_Ch3_X1,needs_relax,PROJECT_ROOT/Data/predict_train_template_generated/RbV2Se3Cl.cif
RbV2Se3F,A1C2_Ch3_X1,needs_relax,PROJECT_ROOT/Data/predict_train_template_generated/RbV2Se3F.cif
RbV2Se3I,A1C2_Ch3_X1,needs_relax,PROJECT_ROOT/Data/predict_train_template_generated/RbV2Se3I.cif
RbV2Te3Br,A1C2_Ch3_X1,needs_relax,PROJECT_ROOT/Data/predict_train_template_generated/RbV2Te3Br.cif
RbV2Te3Cl,A1C2_Ch3_X1,needs_relax,PROJECT_ROOT/Data/predict_train_template_generated/RbV2Te3Cl.cif
RbV2Te3F,A1C2_Ch3_X1,needs_relax,PROJECT_ROOT/Data/predict_train_template_generated/RbV2Te3F.cif
RbV2Te3I,A1C2_Ch3_X1,needs_relax,PROJECT_ROOT/Data/predict_train_template_generated/RbV2Te3I.cif
RbW2S3Br,A1C2_Ch3_X1,needs_relax,PROJECT_ROOT/Data/predict_train_template_generated/RbW2S3Br.cif
RbW2S3Cl,A1C2_Ch3_X1,needs_relax,PROJECT_ROOT/Data/predict_train_template_generated/RbW2S3Cl.cif
RbW2S3F,A1C2_Ch3_X1,needs_relax,PROJECT_ROOT/Data/predict_train_template_generated/RbW2S3F.cif
RbW2S3I,A1C2_Ch3_X1,needs_relax,PROJECT_ROOT/Data/predict_train_template_generated/RbW2S3I.cif
RbW2Se3Br,A1C2_Ch3_X1,needs_relax,PROJECT_ROOT/Data/predict_train_template_generated/RbW2Se3Br.cif
RbW2Se3Cl,A1C2_Ch3_X1,needs_relax,PROJECT_ROOT/Data/predict_train_template_generated/RbW2Se3Cl.cif
RbW2Se3F,A1C2_Ch3_X1,needs_relax,PROJECT_ROOT/Data/predict_train_template_generated/RbW2Se3F.cif
RbW2Se3I,A1C2_Ch3_X1,needs_relax,PROJECT_ROOT/Data/predict_train_template_generated/RbW2Se3I.cif
RbY2S3Br,A1C2_Ch3_X1,needs_relax,PROJECT_ROOT/Data/predict_train_template_generated/RbY2S3Br.cif
RbY2S3Cl,A1C2_Ch3_X1,needs_relax,PROJECT_ROOT/Data/predict_train_template_generated/RbY2S3Cl.cif
RbY2S3F,A1C2_Ch3_X1,needs_relax,PROJECT_ROOT/Data/predict_train_template_generated/RbY2S3F.cif
RbY2S3I,A1C2_Ch3_X1,needs_relax,PROJECT_ROOT/Data/predict_train_template_generated/RbY2S3I.cif
RbY2Se3Br,A1C2_Ch3_X1,needs_relax,PROJECT_ROOT/Data/predict_train_template_generated/RbY2Se3Br.cif
RbY2Se3Cl,A1C2_Ch3_X1,needs_relax,PROJECT_ROOT/Data/predict_train_template_generated/RbY2Se3Cl.cif
RbY2Se3F,A1C2_Ch3_X1,needs_relax,PROJECT_ROOT/Data/predict_train_template_generated/RbY2Se3F.cif
RbY2Se3I,A1C2_Ch3_X1,needs_relax,PROJECT_ROOT/Data/predict_train_template_generated/RbY2Se3I.cif
RbY2Te3Br,A1C2_Ch3_X1,needs_relax,PROJECT_ROOT/Data/predict_train_template_generated/RbY2Te3Br.cif
RbY2Te3Cl,A1C2_Ch3_X1,needs_relax,PROJECT_ROOT/Data/predict_train_template_generated/RbY2Te3Cl.cif
RbY2Te3F,A1C2_Ch3_X1,needs_relax,PROJECT_ROOT/Data/predict_train_template_generated/RbY2Te3F.cif
RbY2Te3I,A1C2_Ch3_X1,needs_relax,PROJECT_ROOT/Data/predict_train_template_generated/RbY2Te3I.cif
RbZnSBr,A1B1_Ch1_X1,needs_relax,PROJECT_ROOT/Data/predict_train_template_generated/RbZnSBr.cif
RbZnSCl,A1B1_Ch1_X1,needs_relax,PROJECT_ROOT/Data/predict_train_template_generated/RbZnSCl.cif
RbZnSF,A1B1_Ch1_X1,needs_relax,PROJECT_ROOT/Data/predict_train_template_generated/RbZnSF.cif
RbZnSI,A1B1_Ch1_X1,needs_relax,PROJECT_ROOT/Data/predict_train_template_generated/RbZnSI.cif
RbZnSeBr,A1B1_Ch1_X1,needs_relax,PROJECT_ROOT/Data/predict_train_template_generated/RbZnSeBr.cif
RbZnSeCl,A1B1_Ch1_X1,needs_relax,PROJECT_ROOT/Data/predict_train_template_generated/RbZnSeCl.cif
RbZnSeF,A1B1_Ch1_X1,needs_relax,PROJECT_ROOT/Data/predict_train_template_generated/RbZnSeF.cif
RbZnSeI,A1B1_Ch1_X1,needs_relax,PROJECT_ROOT/Data/predict_train_template_generated/RbZnSeI.cif
RbZnTeBr,A1B1_Ch1_X1,needs_relax,PROJECT_ROOT/Data/predict_train_template_generated/RbZnTeBr.cif
RbZnTeCl,A1B1_Ch1_X1,needs_relax,PROJECT_ROOT/Data/predict_train_template_generated/RbZnTeCl.cif
RbZnTeF,A1B1_Ch1_X1,needs_relax,PROJECT_ROOT/Data/predict_train_template_generated/RbZnTeF.cif
RbZnTeI,A1B1_Ch1_X1,needs_relax,PROJECT_ROOT/Data/predict_train_template_generated/RbZnTeI.cif
RbZr2S3Br,A1C2_Ch3_X1,needs_relax,PROJECT_ROOT/Data/predict_train_template_generated/RbZr2S3Br.cif
RbZr2S3Cl,A1C2_Ch3_X1,needs_relax,PROJECT_ROOT/Data/predict_train_template_generated/RbZr2S3Cl.cif
RbZr2S3F,A1C2_Ch3_X1,needs_relax,PROJECT_ROOT/Data/predict_train_template_generated/RbZr2S3F.cif
RbZr2S3I,A1C2_Ch3_X1,needs_relax,PROJECT_ROOT/Data/predict_train_template_generated/RbZr2S3I.cif
RbZr2Se3Br,A1C2_Ch3_X1,needs_relax,PROJECT_ROOT/Data/predict_train_template_generated/RbZr2Se3Br.cif
RbZr2Se3Cl,A1C2_Ch3_X1,needs_relax,PROJECT_ROOT/Data/predict_train_template_generated/RbZr2Se3Cl.cif
RbZr2Se3F,A1C2_Ch3_X1,needs_relax,PROJECT_ROOT/Data/predict_train_template_generated/RbZr2Se3F.cif
RbZr2Se3I,A1C2_Ch3_X1,copied_relaxed,PROJECT_ROOT/Data/predict_train_template_relaxed/RbZr2Se3I.cif
RbZr2Te3Br,A1C2_Ch3_X1,copied_relaxed,PROJECT_ROOT/Data/predict_train_template_relaxed/RbZr2Te3Br.cif
RbZr2Te3Cl,A1C2_Ch3_X1,copied_relaxed,PROJECT_ROOT/Data/predict_train_template_relaxed/RbZr2Te3Cl.cif
RbZr2Te3F,A1C2_Ch3_X1,copied_relaxed,PROJECT_ROOT/Data/predict_train_template_relaxed/RbZr2Te3F.cif
RbZr2Te3I,A1C2_Ch3_X1,copied_relaxed,PROJECT_ROOT/Data/predict_train_template_relaxed/RbZr2Te3I.cif
Rh2AuS3Br,A1C2_Ch3_X1,copied_relaxed,PROJECT_ROOT/Data/predict_train_template_relaxed/Rh2AuS3Br.cif
Rh2AuS3Cl,A1C2_Ch3_X1,copied_relaxed,PROJECT_ROOT/Data/predict_train_template_relaxed/Rh2AuS3Cl.cif
Rh2AuS3F,A1C2_Ch3_X1,copied_relaxed,PROJECT_ROOT/Data/predict_train_template_relaxed/Rh2AuS3F.cif
Rh2AuS3I,A1C2_Ch3_X1,copied_relaxed,PROJECT_ROOT/Data/predict_train_template_relaxed/Rh2AuS3I.cif
Rh2AuSe3Br,A1C2_Ch3_X1,copied_relaxed,PROJECT_ROOT/Data/predict_train_template_relaxed/Rh2AuSe3Br.cif
Rh2AuSe3Cl,A1C2_Ch3_X1,copied_relaxed,PROJECT_ROOT/Data/predict_train_template_relaxed/Rh2AuSe3Cl.cif
Rh2AuSe3F,A1C2_Ch3_X1,copied_relaxed,PROJECT_ROOT/Data/predict_train_template_relaxed/Rh2AuSe3F.cif
Rh2AuSe3I,A1C2_Ch3_X1,copied_relaxed,PROJECT_ROOT/Data/predict_train_template_relaxed/Rh2AuSe3I.cif
Ru2AuS3Br,A1C2_Ch3_X1,copied_relaxed,PROJECT_ROOT/Data/predict_train_template_relaxed/Ru2AuS3Br.cif
Ru2AuS3Cl,A1C2_Ch3_X1,copied_relaxed,PROJECT_ROOT/Data/predict_train_template_relaxed/Ru2AuS3Cl.cif
Ru2AuS3F,A1C2_Ch3_X1,copied_relaxed,PROJECT_ROOT/Data/predict_train_template_relaxed/Ru2AuS3F.cif
Ru2AuS3I,A1C2_Ch3_X1,copied_relaxed,PROJECT_ROOT/Data/predict_train_template_relaxed/Ru2AuS3I.cif
Ru2AuSe3Br,A1C2_Ch3_X1,copied_relaxed,PROJECT_ROOT/Data/predict_train_template_relaxed/Ru2AuSe3Br.cif
Ru2AuSe3Cl,A1C2_Ch3_X1,copied_relaxed,PROJECT_ROOT/Data/predict_train_template_relaxed/Ru2AuSe3Cl.cif
Ru2AuSe3F,A1C2_Ch3_X1,copied_relaxed,PROJECT_ROOT/Data/predict_train_template_relaxed/Ru2AuSe3F.cif
Ru2AuSe3I,A1C2_Ch3_X1,copied_relaxed,PROJECT_ROOT/Data/predict_train_template_relaxed/Ru2AuSe3I.cif
RuPtS2Br,B1C1_Ch2_X1,copied_relaxed,PROJECT_ROOT/Data/predict_train_template_relaxed/RuPtS2Br.cif
RuPtS2Cl,B1C1_Ch2_X1,copied_relaxed,PROJECT_ROOT/Data/predict_train_template_relaxed/RuPtS2Cl.cif
RuPtS2F,B1C1_Ch2_X1,copied_relaxed,PROJECT_ROOT/Data/predict_train_template_relaxed/RuPtS2F.cif
RuPtS2I,B1C1_Ch2_X1,copied_relaxed,PROJECT_ROOT/Data/predict_train_template_relaxed/RuPtS2I.cif
RuPtSe2Br,B1C1_Ch2_X1,copied_relaxed,PROJECT_ROOT/Data/predict_train_template_relaxed/RuPtSe2Br.cif
RuPtSe2Cl,B1C1_Ch2_X1,copied_relaxed,PROJECT_ROOT/Data/predict_train_template_relaxed/RuPtSe2Cl.cif
RuPtSe2F,B1C1_Ch2_X1,copied_relaxed,PROJECT_ROOT/Data/predict_train_template_relaxed/RuPtSe2F.cif
RuPtSe2I,B1C1_Ch2_X1,copied_relaxed,PROJECT_ROOT/Data/predict_train_template_relaxed/RuPtSe2I.cif
Sb2AuS3Br,A1C2_Ch3_X1,copied_relaxed,PROJECT_ROOT/Data/predict_train_template_relaxed/Sb2AuS3Br.cif
Sb2AuS3Cl,A1C2_Ch3_X1,copied_relaxed,PROJECT_ROOT/Data/predict_train_template_relaxed/Sb2AuS3Cl.cif
Sb2AuS3F,A1C2_Ch3_X1,copied_relaxed,PROJECT_ROOT/Data/predict_train_template_relaxed/Sb2AuS3F.cif
Sb2AuS3I,A1C2_Ch3_X1,copied_relaxed,PROJECT_ROOT/Data/predict_train_template_relaxed/Sb2AuS3I.cif
Sb2AuSe3Br,A1C2_Ch3_X1,copied_relaxed,PROJECT_ROOT/Data/predict_train_template_relaxed/Sb2AuSe3Br.cif
Sb2AuSe3Cl,A1C2_Ch3_X1,copied_relaxed,PROJECT_ROOT/Data/predict_train_template_relaxed/Sb2AuSe3Cl.cif
Sb2AuSe3F,A1C2_Ch3_X1,copied_relaxed,PROJECT_ROOT/Data/predict_train_template_relaxed/Sb2AuSe3F.cif
Sb2AuSe3I,A1C2_Ch3_X1,copied_relaxed,PROJECT_ROOT/Data/predict_train_template_relaxed/Sb2AuSe3I.cif
Sb2Te3AuBr,A1C2_Ch3_X1,copied_relaxed,PROJECT_ROOT/Data/predict_train_template_relaxed/Sb2Te3AuBr.cif
Sb2Te3AuCl,A1C2_Ch3_X1,copied_relaxed,PROJECT_ROOT/Data/predict_train_template_relaxed/Sb2Te3AuCl.cif
Sb2Te3AuF,A1C2_Ch3_X1,copied_relaxed,PROJECT_ROOT/Data/predict_train_template_relaxed/Sb2Te3AuF.cif
